City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Fort Morgan,US,40.2503,-103.8,64.81,36,1,4.61,clear sky
333,Frei Paulo,BR,-10.5494,-37.5344,66.97,96,22,6.04,few clouds
334,Ilulissat,GL,69.2167,-51.1,24.82,54,75,2.3,broken clouds
335,Nikel,RU,69.4128,30.222,44.78,94,100,5.66,light rain
336,Muisne,EC,0.6,-80.0333,75.02,84,93,4.27,overcast clouds
337,Ouadda,CF,8.0777,22.4007,67.05,98,100,3.2,light rain
338,Yulara,AU,-25.2406,130.9889,82.24,9,98,16.11,overcast clouds
339,Belmopan,BZ,17.25,-88.7667,79.3,98,95,2.46,overcast clouds
340,Chimbote,PE,-9.0853,-78.5783,62.31,87,84,9.1,broken clouds
341,Geraldton,AU,-28.7667,114.6,70.21,37,0,4.61,clear sky
342,Mangai,CD,-4.05,19.5333,69.85,88,88,1.72,overcast clouds
343,Madimba,TZ,-10.4,40.3333,70.72,90,4,5.19,clear sky
344,Fort Madison,US,40.6298,-91.3151,60.39,94,100,5.75,overcast clouds
345,San Javier,ES,37.8063,-0.8374,76.24,87,20,1.01,few clouds
346,Tarko-Sale,RU,64.9225,77.785,34.41,78,8,13.87,clear sky
347,Koshurnikovo,RU,54.1667,93.3,36.77,74,98,3.4,overcast clouds
348,Kargasok,RU,59.0556,80.8572,34.14,92,100,8.97,overcast clouds
349,Neiafu,TO,-18.65,-173.9833,77.68,73,75,5.75,broken clouds
350,Alexandria,EG,31.2156,29.9553,71.56,53,0,3.44,clear sky
351,Beyneu,KZ,45.3167,55.2,61.3,77,97,9.51,overcast clouds
352,Lagos,NG,6.5833,3.75,77.32,93,88,3.38,overcast clouds
353,Chunoyar,RU,57.4467,97.3217,41.63,73,87,4.68,overcast clouds
354,Namtsy,RU,62.7161,129.6658,44.71,81,100,10.69,overcast clouds
355,Ilan,TW,24.757,121.753,90.82,86,100,2.73,overcast clouds
356,Bani Walid,LY,31.7566,13.9942,69.84,78,1,6.76,clear sky
357,Nyurba,RU,63.2842,118.3319,46.51,58,16,3.6,few clouds
358,Tazovskiy,RU,67.4667,78.7,34.14,75,12,8.21,few clouds
359,Port Lincoln,AU,-34.7333,135.8667,54.77,58,65,12.12,broken clouds
360,Shahe,CN,39.2708,113.5478,61.54,87,100,7.61,overcast clouds
361,Severodvinsk,RU,64.5635,39.8302,48.31,94,98,12.17,overcast clouds
362,Vila Do Maio,CV,15.1333,-23.2167,77.79,74,61,10.63,broken clouds
363,Sungairaya,ID,0.7,108.9,88.7,57,51,1.03,broken clouds
364,Gigmoto,PH,13.7796,124.39,86.56,70,30,4.9,scattered clouds
365,Jalu,LY,29.0331,21.5482,69.22,50,0,9.17,clear sky
366,Eyl,SO,7.9803,49.8164,76.46,80,75,10.78,broken clouds
367,Palmer,US,42.1584,-72.3287,65.21,85,20,0.0,few clouds
368,Bodden Town,KY,19.2833,-81.25,84.2,85,20,1.01,few clouds
369,Ostrovnoy,RU,68.0531,39.5131,47.08,92,100,18.52,overcast clouds
370,Khorixas,NA,-20.3667,14.9667,67.32,19,0,5.66,clear sky
371,Moerai,PF,-22.4333,-151.3333,72.41,61,26,4.16,scattered clouds
372,Nhulunbuy,AU,-12.2333,136.7667,86.61,54,100,14.97,overcast clouds
373,Poum,NC,-20.2333,164.0167,71.8,67,22,2.51,few clouds
374,Cabedelo,BR,-6.9811,-34.8339,75.87,85,34,11.88,scattered clouds
375,Yatou,CN,37.15,122.3833,68.5,79,100,9.04,light rain
376,Kaseda,JP,31.4167,130.3167,81.63,62,41,9.37,scattered clouds
377,Tuy Hoa,VN,13.0833,109.3,80.15,84,100,3.85,overcast clouds
378,Qasigiannguit,GL,68.8193,-51.1922,25.05,84,84,5.99,broken clouds
379,Stepantsevo,RU,56.1314,41.7032,43.72,93,93,4.29,overcast clouds
380,Almaznyy,RU,48.0448,40.045,51.94,94,100,7.38,heavy intensity rain
381,Pa Sang,TH,18.5262,98.9394,80.8,94,100,2.3,light rain
382,Pedernales,DO,18.0384,-71.744,81.54,78,34,3.56,scattered clouds
383,Bousso,TD,10.4795,16.7117,73.54,89,97,4.85,overcast clouds
384,Bonito,BR,-21.1211,-56.4819,77.09,42,0,6.24,clear sky
385,Naryan-Mar,RU,67.6713,53.087,38.43,85,12,13.62,few clouds
386,Zhuhai,CN,22.2769,113.5678,92.97,79,20,11.5,few clouds
387,Okoneshnikovo,RU,54.8377,75.0834,42.73,73,100,9.06,overcast clouds
388,Ariquemes,BR,-9.9133,-63.0408,78.57,70,71,1.57,broken clouds
389,Chumikan,RU,54.7183,135.315,62.69,54,48,17.58,scattered clouds
390,Avenal,US,36.0041,-120.129,82.83,27,12,6.02,few clouds
391,Pacific Grove,US,36.6177,-121.9166,72.16,91,75,3.0,broken clouds
392,Acapulco,MX,16.8634,-99.8901,84.02,79,90,3.44,overcast clouds
393,Kruisfontein,ZA,-34.0033,24.7314,52.2,87,46,5.21,scattered clouds
394,Alice Springs,AU,-23.7,133.8833,83.75,9,76,13.8,broken clouds
395,Latung,PH,5.5,120.8833,83.5,70,99,5.39,heavy intensity rain
396,Bambanglipuro,ID,-7.95,110.2833,85.62,64,26,7.92,scattered clouds
397,Beira,MZ,-19.8436,34.8389,66.45,79,0,1.9,clear sky
398,Boyolangu,ID,-8.1181,111.8935,84.78,66,51,5.44,broken clouds
399,Cururupu,BR,-1.8283,-44.8683,76.59,87,88,3.91,overcast clouds
400,Trinidad,BO,-14.8333,-64.9,81.73,37,2,4.54,clear sky
401,Ambon,ID,-3.6954,128.1814,84.34,84,20,5.75,few clouds
402,Awbari,LY,26.5921,12.7805,77.27,33,0,7.09,clear sky
403,Tilichiki,RU,60.4667,166.1,45.19,40,98,4.27,overcast clouds
404,Honningsvag,NO,70.9821,25.9704,46.58,85,100,15.79,overcast clouds
405,Clyde River,CA,70.4692,-68.5914,27.25,69,24,4.25,few clouds
406,Heinola,FI,61.2056,26.0381,45.0,99,100,3.58,overcast clouds
407,Mae Hong Son,TH,19.3003,97.9685,78.94,89,40,0.0,scattered clouds
408,Lujan,AR,-34.5703,-59.105,58.98,90,0,7.56,clear sky
409,Phetchaburi,TH,12.9667,99.5833,78.91,88,100,2.44,heavy intensity rain
410,Vung Tau,VN,10.346,107.0843,81.72,76,100,4.94,overcast clouds
411,Muravlenko,RU,63.7898,74.523,33.93,78,8,14.41,clear sky
412,Araci,BR,-11.3333,-38.9667,67.17,85,9,7.43,clear sky
413,Karasburg,NA,-28.0167,18.75,62.26,16,35,3.49,scattered clouds
414,Ewa Beach,US,21.3156,-158.0072,87.75,62,40,15.99,scattered clouds
415,Sao Filipe,CV,14.8961,-24.4956,78.13,73,100,5.44,overcast clouds
416,Malakal,SS,9.5334,31.6605,68.83,96,100,3.44,light rain
417,Araceli,PH,10.5529,119.9913,83.97,77,99,11.88,moderate rain
418,Daru,PG,-9.0763,143.2092,79.79,86,61,13.31,broken clouds
419,Praia,CV,14.9215,-23.5087,77.54,83,20,9.22,few clouds
420,Songjianghe,CN,42.1859,127.479,58.17,88,100,2.73,light rain
421,Batemans Bay,AU,-35.7167,150.1833,66.2,52,100,7.29,overcast clouds
422,Hofn,IS,64.2539,-15.2082,37.94,91,100,13.04,overcast clouds
423,Orlik,RU,52.5178,99.825,35.31,69,100,6.02,overcast clouds
424,Sal Rei,CV,16.1833,-22.9167,79.36,76,70,10.89,broken clouds
425,Natal,BR,-5.795,-35.2094,77.65,88,20,9.22,few clouds
426,Mwene-Ditu,CD,-7.0,23.45,65.03,81,54,3.33,broken clouds
427,Csaszar,HU,47.498,18.1427,58.93,90,4,3.47,clear sky
428,Mbandaka,CD,0.0487,18.2603,69.87,96,100,2.28,overcast clouds
429,Shenjiamen,CN,29.9576,122.298,77.63,67,1,10.45,clear sky
430,Mugur-Aksy,RU,50.35,90.5,27.39,56,73,5.01,broken clouds
431,Rosarito,MX,32.3333,-117.0333,68.94,75,79,5.7,broken clouds
432,Rudnyy,KZ,52.9594,63.1206,34.03,50,73,6.67,broken clouds
433,Puerto Princesa,PH,9.7392,118.7353,88.05,62,99,1.54,overcast clouds
434,Belmonte,BR,-15.8631,-38.8828,70.3,76,78,7.74,broken clouds
435,South Sioux City,US,42.4739,-96.4136,57.2,48,1,1.99,clear sky
436,Lorengau,PG,-2.0226,147.2712,85.33,67,92,10.98,overcast clouds
437,Marawi,PH,7.9986,124.2928,76.64,80,100,3.62,light rain
438,Hobyo,SO,5.3505,48.5268,77.04,85,75,19.98,broken clouds
439,Leh,IN,34.1667,77.5833,54.1,43,47,3.06,scattered clouds
440,Mezen,RU,65.8522,44.24,46.29,94,100,9.28,light rain
441,Pljevlja,ME,43.3333,19.3333,51.26,71,0,2.48,clear sky
442,Mahibadhoo,MV,3.7833,72.9667,82.2,72,100,16.78,overcast clouds
443,Cochabamba,BO,-17.3895,-66.1568,62.8,52,20,5.75,few clouds
444,Opuwo,NA,-18.0607,13.84,65.05,34,0,1.43,clear sky
445,Kudahuvadhoo,MV,2.6708,72.8944,82.63,71,99,17.22,overcast clouds
446,Nabire,ID,-3.3667,135.4833,86.65,62,41,5.14,scattered clouds
447,Ormara,PK,25.2088,64.6357,82.78,73,16,8.34,few clouds
448,Korla,CN,41.7597,86.1469,65.88,26,0,5.59,clear sky
449,Santa Isabel,BR,-23.3156,-46.2214,66.65,93,86,2.21,overcast clouds
450,Lopez,PH,13.8844,122.2642,88.0,67,48,6.58,scattered clouds
451,Danielskuil,ZA,-28.1887,23.5395,62.08,31,51,6.24,broken clouds
452,Apastovo,RU,55.2029,48.5109,44.91,86,100,8.77,light rain
453,Aksehir,TR,38.3575,31.4164,50.49,51,0,1.34,clear sky
454,Storforshei,NO,66.4043,14.5233,42.66,99,100,2.39,overcast clouds
455,Vila Velha,BR,-20.3297,-40.2925,69.75,73,75,4.61,broken clouds
456,Sioux Lookout,CA,50.1001,-91.917,48.58,71,40,4.61,scattered clouds
457,Byron Bay,AU,-28.65,153.6167,83.71,41,13,6.78,few clouds
458,Libertador General San Martin,AR,-23.8064,-64.7876,65.93,56,0,3.44,clear sky
459,Torva,EE,58.0028,25.935,48.94,96,100,8.37,overcast clouds
460,Pisco,PE,-13.7,-76.2167,61.02,88,10,4.61,clear sky
461,Saint-Pierre,RE,-21.3393,55.4781,69.44,74,0,6.91,clear sky
462,Estreito,BR,-5.7833,-43.25,77.65,58,100,2.01,overcast clouds
463,Buta,CD,2.7858,24.73,67.14,97,100,1.36,overcast clouds
464,Xingtai,CN,37.0631,114.4942,61.79,94,100,10.07,overcast clouds
465,Bairiki,KI,1.3292,172.9752,87.8,66,20,10.36,few clouds
466,Raudeberg,NO,61.9875,5.1352,49.87,95,100,1.99,light rain
467,Maniitsoq,GL,65.4167,-52.9,31.17,58,4,7.27,clear sky
468,Yaritagua,VE,10.08,-69.1261,88.86,98,52,3.85,broken clouds
469,Homer,US,59.6425,-151.5483,44.47,75,90,3.44,overcast clouds
470,Lahij,YE,13.1667,44.5833,80.53,73,50,3.87,scattered clouds
471,Fort Nelson,CA,58.8053,-122.7002,54.99,54,40,5.75,scattered clouds
472,Mlyniv,UA,50.509,25.6168,47.93,86,99,11.97,overcast clouds
473,Xacmaz,AZ,41.4635,48.806,60.03,82,100,5.77,overcast clouds
474,Zuwarah,LY,32.9312,12.082,77.79,72,11,2.75,few clouds
475,Repatriacion,PY,-25.5333,-55.95,61.05,70,0,6.8,clear sky
476,Sardarpur,IN,22.678,74.9484,74.75,91,100,8.28,overcast clouds
477,Klerksdorp,ZA,-26.8521,26.6667,60.98,32,6,4.07,clear sky
478,Kichmengskiy Gorodok,RU,59.9816,45.7854,45.86,98,100,4.5,overcast clouds
479,Beya,RU,53.0533,90.9139,41.27,55,100,11.32,overcast clouds
480,Avera,US,33.194,-82.5271,62.26,55,0,4.5,clear sky
481,La Union,PE,-5.4,-80.75,65.5,78,5,14.2,clear sky
482,Weilburg,DE,50.4833,8.25,57.25,96,1,2.13,clear sky
483,Kalanguy,RU,51.0167,116.5167,59.58,45,100,8.41,overcast clouds
484,Lata,PT,40.1629,-8.3327,62.82,90,100,4.43,overcast clouds
485,Emerald,AU,-23.5333,148.1667,83.34,32,0,6.91,clear sky
486,Kirsanov,RU,52.6549,42.7224,47.39,80,99,5.64,overcast clouds
487,Dondo,MZ,-19.6094,34.7431,61.77,90,0,2.1,clear sky
488,Kirakira,SB,-10.4544,161.9205,84.22,73,59,10.18,broken clouds
489,Sur,OM,22.5667,59.5289,84.76,65,100,3.4,overcast clouds
490,Talara,PE,-4.5772,-81.2719,64.87,88,12,15.35,few clouds
491,Troitskoye,RU,52.9821,84.6757,37.62,72,100,14.41,light rain
492,Krasnyy Chikoy,RU,50.3643,108.7512,58.59,71,80,3.33,broken clouds
493,Tamala,RU,52.541,43.2515,46.13,80,89,6.15,overcast clouds
494,Portland,US,45.5234,-122.6762,81.18,40,1,3.0,clear sky
495,Diamantino,BR,-14.4086,-56.4461,88.27,28,91,4.9,overcast clouds
496,Thessalon,CA,46.2501,-83.5666,59.29,86,48,13.04,scattered clouds
497,Adrar,MR,20.5022,-10.0711,87.51,21,68,7.43,broken clouds
498,Sibi,PK,29.5448,67.8764,90.72,42,1,4.18,clear sky
499,Amga,RU,60.8953,131.9608,43.72,69,100,8.16,overcast clouds
500,Hohhot,CN,40.8106,111.6522,68.29,64,40,6.71,scattered clouds
501,Touros,BR,-5.1989,-35.4608,77.9,79,0,15.97,clear sky
502,Shingu,JP,33.7333,135.9833,81.59,70,17,10.6,few clouds
503,Maningrida,AU,-12.0667,134.2667,88.12,46,44,12.17,scattered clouds
504,Mao,ES,39.8885,4.2658,73.96,94,90,2.3,overcast clouds
505,Jutai,BR,-5.1833,-68.9,71.1,98,100,2.68,moderate rain
506,Onega,RU,63.9061,38.1404,45.81,90,100,9.57,overcast clouds
507,Nakamura,JP,32.9833,132.9333,79.5,59,13,6.26,few clouds
508,Agadir,MA,30.4202,-9.5982,66.65,75,0,2.93,clear sky
509,Coyah,GN,9.75,-13.4167,73.44,94,100,3.33,light rain
510,Mengcheng,CN,33.2579,116.5655,74.8,81,98,17.69,moderate rain
511,Hervey Bay,AU,-25.2986,152.8535,84.31,67,4,14.14,clear sky
512,Magole,TZ,-6.3667,37.3667,66.38,92,20,1.99,few clouds
513,Nicoya,CR,10.1483,-85.452,71.15,92,99,1.66,overcast clouds
514,Port Moresby,PG,-9.4431,147.1797,87.22,70,40,11.5,haze
515,Rio Gallegos,AR,-51.6226,-69.2181,44.65,70,40,18.41,scattered clouds
516,Jasper,US,37.2001,-94.3502,68.05,61,1,1.01,clear sky
517,Athabasca,CA,54.7169,-113.2854,67.82,55,100,7.23,overcast clouds
518,Ismailia,EG,30.6043,32.2723,67.75,71,12,5.97,few clouds
519,Grand Gaube,MU,-20.0064,57.6608,72.37,72,32,7.0,scattered clouds
520,Xiongzhou,CN,25.1167,114.3,93.7,48,0,2.91,clear sky
521,Ankazoabo,MG,-22.2833,44.5167,64.13,70,6,4.81,clear sky
522,Zaraza,VE,9.3503,-65.3245,71.8,96,16,1.3,few clouds
523,Anchorage,US,61.2181,-149.9003,38.86,92,90,1.99,light rain
524,Bilma,NE,18.6853,12.9164,84.07,13,8,4.9,clear sky
525,Joshimath,IN,30.5667,79.5667,71.19,72,51,2.82,broken clouds
526,Wanning,CN,18.8003,110.3967,83.73,80,98,8.68,light rain
527,Lokosovo,RU,61.1333,74.8167,35.17,81,97,10.89,overcast clouds
528,Dasoguz,TM,41.8363,59.9666,62.55,34,0,13.8,clear sky
529,Bubaque,GW,11.2833,-15.8333,80.71,79,81,3.67,broken clouds
530,Mayumba,GA,-3.432,10.6554,74.37,91,70,3.47,broken clouds
531,Barcelos,PT,41.5388,-8.6151,63.91,90,100,5.79,moderate rain
532,Majene,ID,-3.5403,118.9707,77.0,88,100,7.23,overcast clouds
533,Elat,IL,29.5581,34.9482,76.84,57,0,16.11,clear sky
534,Leningradskiy,RU,69.3833,178.4167,26.65,79,98,5.79,overcast clouds
535,Jijiga,ET,9.35,42.8,60.93,86,49,9.93,scattered clouds
536,Nuristan,AF,35.3,70.8333,48.81,26,0,5.44,clear sky
537,Pangkalanbuun,ID,-2.6833,111.6167,90.84,56,56,1.72,broken clouds
538,Vallenar,CL,-28.5708,-70.7581,58.15,69,0,2.24,clear sky
539,Bhadrachalam,IN,17.6667,80.8833,82.2,85,98,1.3,overcast clouds
540,Kofele,ET,7.0667,38.7833,49.91,95,100,7.02,moderate rain
541,Neftcala,AZ,39.3742,49.2472,67.26,69,100,16.78,overcast clouds
542,Alpatovo,RU,43.7028,45.2415,50.77,79,84,4.07,broken clouds
543,Udachnyy,RU,66.4167,112.4,40.95,67,94,1.99,overcast clouds
544,Naze,JP,28.3667,129.4833,85.12,79,27,13.85,scattered clouds
545,Ust-Ordynskiy,RU,52.805,104.7508,39.04,95,100,7.45,light rain
546,Srednekolymsk,RU,67.45,153.6833,42.57,58,100,11.95,overcast clouds
547,Olavarria,AR,-36.8927,-60.3225,49.59,92,0,8.32,clear sky
548,Ubon Ratchathani,TH,15.1667,105.1667,81.01,85,99,10.94,overcast clouds
549,Changji,CN,44.0167,87.3167,48.99,71,0,6.71,clear sky
550,Hay River,CA,60.8156,-115.7999,53.58,66,20,6.91,few clouds
551,Bagdarin,RU,54.4333,113.6,42.03,95,100,3.6,overcast clouds
552,Maridi,SS,4.9158,29.4742,65.77,96,100,4.29,light rain
553,Gorontalo,ID,0.5412,123.0595,86.77,65,54,6.02,broken clouds
554,Sinnamary,GF,5.3833,-52.95,79.63,87,96,8.55,overcast clouds
555,Hami,CN,42.8,93.45,63.64,28,45,4.99,scattered clouds
556,Polazna,RU,58.2946,56.4055,43.99,79,100,6.89,overcast clouds
557,Freeport,US,40.6576,-73.5832,68.99,64,20,3.44,few clouds
558,Antofagasta,CL,-23.65,-70.4,58.28,68,1,2.26,clear sky
559,Huarmey,PE,-10.0681,-78.1522,63.23,85,94,7.87,overcast clouds
560,Bilasipara,IN,26.232,90.2347,84.47,79,8,6.55,clear sky
561,Komsomolskiy,UZ,40.4272,71.7189,61.52,41,0,4.61,clear sky
562,Umm Kaddadah,SD,13.6017,26.6876,79.41,67,100,11.14,overcast clouds
563,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,78,0,8.05,clear sky
564,Rincon,US,32.296,-81.2354,69.66,87,1,4.61,clear sky
565,Urumqi,CN,43.801,87.6005,45.55,71,0,6.71,clear sky
566,Buraydah,SA,26.326,43.975,79.25,26,28,10.0,scattered clouds
567,Celestun,MX,20.8667,-90.4,79.57,81,87,6.91,overcast clouds
568,Albury,AU,-36.0833,146.9167,62.11,52,75,9.22,broken clouds
569,Karla,EE,59.3723,24.9275,48.16,85,90,6.91,mist
570,Russell,US,32.3502,-85.1999,65.43,90,1,0.0,mist
571,Watsonville,US,36.9102,-121.7569,75.78,84,90,4.61,overcast clouds
572,Batagay-Alyta,RU,67.8006,130.4114,33.44,75,57,1.1,broken clouds
573,Mufulira,ZM,-12.5498,28.2407,63.43,46,0,7.29,clear sky
574,Itarema,BR,-2.9248,-39.9167,78.51,85,25,17.76,scattered clouds
575,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.0,99,100,1.19,overcast clouds
576,Lahat,ID,-3.8,103.5333,88.92,54,56,3.44,broken clouds
577,Mayna,RU,54.1135,47.6231,44.55,92,100,1.66,light rain
578,Kumbo,CM,6.2,10.6667,56.89,93,100,2.66,overcast clouds
579,Jinchang,CN,38.4953,102.1739,71.46,37,99,18.97,overcast clouds
580,Angoche,MZ,-16.2325,39.9086,71.35,83,7,5.06,clear sky
581,Valdivia,CL,-39.8142,-73.2459,44.69,99,32,3.02,scattered clouds
582,Pietarsaari,FI,63.65,22.6833,45.0,99,100,9.6,overcast clouds
583,Vardo,NO,70.3705,31.1107,46.11,93,100,12.77,light rain
584,Severnyy-Kospashskiy,RU,59.0925,57.8008,46.6,62,100,5.77,overcast clouds
585,Nizhnevartovsk,RU,60.9344,76.5531,35.62,87,90,6.71,overcast clouds
586,Sakakah,SA,29.9697,40.2064,72.97,54,0,7.47,clear sky
587,Olafsvik,IS,64.8945,-23.7142,40.68,76,90,17.2,overcast clouds
588,Catalao,BR,-18.1658,-47.9464,79.43,32,43,6.2,scattered clouds
589,Okha,RU,53.5739,142.9478,61.57,51,7,7.92,clear sky
590,Sabha,LY,27.0377,14.4283,76.86,45,0,9.8,clear sky
591,Machado,BR,-21.6747,-45.9197,67.55,51,86,5.28,overcast clouds
592,Whitefish,US,48.4111,-114.3376,60.76,73,1,0.0,clear sky
593,Talas,TR,38.6908,35.5538,34.47,93,0,2.3,clear sky
594,Mawlaik,MM,23.6333,94.4167,88.43,62,7,1.23,clear sky
595,San Cristobal,VE,7.7669,-72.225,75.38,97,100,3.85,overcast clouds
596,Sao Bartolomeu De Messines,PT,37.2602,-8.2867,66.22,95,1,1.74,clear sky
597,Encinitas,US,33.037,-117.292,73.51,86,75,1.01,broken clouds
598,Saqqez,IR,36.2499,46.2735,54.52,72,0,5.1,clear sky
599,Sakaiminato,JP,35.55,133.2333,78.73,69,75,14.97,broken clouds
600,Thinadhoo,MV,0.5333,72.9333,82.71,70,100,13.56,overcast clouds
601,Owase,JP,34.0667,136.2,76.95,76,54,6.33,broken clouds
602,Peleduy,RU,59.6289,112.7406,49.95,55,71,2.15,broken clouds
603,Chicaman,GT,15.4,-90.7667,60.1,98,89,0.85,overcast clouds
604,Normandin,CA,48.8333,-72.5321,55.71,93,4,2.3,clear sky
605,Aksarka,RU,66.5606,67.7975,35.98,90,32,4.9,scattered clouds
606,Itupiranga,BR,-5.1347,-49.3267,77.58,72,31,4.92,scattered clouds
607,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.23,57,54,1.19,broken clouds
608,Napierville,CA,45.1865,-73.4047,63.64,76,22,1.01,few clouds
609,Vadinsk,RU,53.6916,43.0574,46.2,76,39,5.75,scattered clouds
610,Luena,AO,-11.7833,19.9167,59.72,31,5,3.91,clear sky
611,Rayon,MX,19.1444,-99.5836,61.92,87,99,2.42,overcast clouds
612,Saint Anthony,US,45.0205,-93.218,55.71,60,1,4.0,clear sky
613,Vyazemskiy,RU,47.5378,134.7525,65.1,45,99,2.04,overcast clouds
614,Jadu,LY,31.953,12.0261,73.44,44,0,9.26,clear sky
615,North Bend,US,43.4065,-124.2243,62.85,88,1,4.61,clear sky
616,Harnosand,SE,62.6323,17.9379,44.01,86,80,6.42,broken clouds
617,Dunyapur,PK,29.7995,71.7196,80.62,56,0,5.84,clear sky
618,Notse,TG,6.95,1.1667,73.67,97,100,2.86,overcast clouds
619,Slave Lake,CA,55.2834,-114.769,60.78,55,1,8.05,clear sky
620,Tres Arroyos,AR,-38.3739,-60.2798,52.65,85,0,11.36,clear sky
621,Port Augusta,AU,-32.5,137.7667,66.7,34,5,11.36,clear sky
622,Tecolutilla,MX,18.2833,-93.3167,77.95,84,85,4.7,overcast clouds
623,Vagur,FO,61.4732,-6.8119,49.42,81,98,10.4,overcast clouds
624,Fairbanks,US,64.8378,-147.7164,35.6,90,90,3.44,light snow
625,South Lake Tahoe,US,38.9332,-119.9844,72.25,28,1,4.61,clear sky
626,Yuyao,CN,30.05,121.1494,82.17,56,10,7.49,clear sky
627,Pitimbu,BR,-7.4706,-34.8086,75.79,85,17,11.61,few clouds
628,Toowoomba,AU,-27.55,151.9667,79.54,33,86,5.99,overcast clouds
629,Paamiut,GL,61.994,-49.6678,32.97,53,0,19.42,clear sky
630,Coquimbo,CL,-29.9533,-71.3436,55.13,94,90,0.0,overcast clouds
631,Pushkinskiye Gory,RU,57.0209,28.9103,44.8,98,100,6.93,moderate rain
632,Iskateley,RU,67.6803,53.1512,38.41,85,11,13.69,few clouds
633,Miri,MY,4.4148,114.0089,87.94,70,40,6.91,scattered clouds
634,Strezhevoy,RU,60.7333,77.5889,35.58,89,98,9.82,overcast clouds
635,Bilibino,RU,68.0546,166.4372,28.69,89,100,4.9,overcast clouds
636,Porto Santo,PT,33.072,-16.3415,70.18,73,20,0.0,few clouds
637,Wrzesnia,PL,52.3251,17.5652,60.6,85,88,15.79,overcast clouds
638,Morondava,MG,-20.2833,44.2833,71.83,73,0,5.88,clear sky
639,Eureka,US,40.8021,-124.1637,72.68,78,49,4.45,scattered clouds
640,Brae,GB,60.3964,-1.353,51.71,77,88,7.47,overcast clouds
641,Mpika,ZM,-11.8343,31.4529,58.59,60,3,6.71,clear sky
642,Kloulklubed,PW,7.0419,134.2556,81.1,90,100,26.06,light rain
643,Misratah,LY,32.3754,15.0925,75.81,72,0,10.25,clear sky
644,Guarapari,BR,-20.6667,-40.4975,69.69,73,98,11.32,overcast clouds
645,Sydney Mines,CA,46.2367,-60.2177,62.17,97,90,5.01,light intensity drizzle
646,Saint-Marc-Des-Carrieres,CA,46.6834,-72.0491,58.48,100,54,1.14,broken clouds
647,Aleksin,RU,54.51,37.08,47.23,92,100,8.66,overcast clouds
648,Kapoeta,SS,4.7717,33.5903,71.91,82,91,5.46,moderate rain
649,Neuquen,AR,-38.9516,-68.0591,76.89,25,0,17.27,clear sky
650,Loandjili,CG,-4.7561,11.8578,77.11,88,75,5.75,broken clouds
651,Mayo,US,38.8876,-76.5119,63.12,91,1,1.01,clear sky
652,Okato,NZ,-39.2,173.8833,59.41,77,100,11.07,overcast clouds
653,Maragogi,BR,-9.0122,-35.2225,74.82,87,35,10.02,scattered clouds
654,Nome,US,64.5011,-165.4064,42.87,87,90,12.66,light rain
655,Novo Aripuana,BR,-5.1206,-60.3797,73.67,93,91,1.28,overcast clouds
656,Kieta,PG,-6.2167,155.6333,82.04,77,77,4.72,light rain
657,Halifax,CA,44.6453,-63.5724,66.25,96,57,1.01,broken clouds
658,Trairi,BR,-3.2778,-39.2689,78.48,83,35,12.62,scattered clouds
659,Cuenca,EC,-2.8833,-78.9833,57.33,77,75,3.44,broken clouds
660,Suda,RU,59.1525,37.5582,43.77,94,94,7.02,overcast clouds
661,Ixtapa,MX,20.7,-105.2,82.22,86,100,1.9,overcast clouds
662,Pleshanovo,RU,52.8333,53.4833,54.55,31,100,10.54,light rain
663,Khorinsk,RU,52.1657,109.7726,52.39,70,100,12.01,overcast clouds
664,Siva,EG,29.2041,25.5195,69.22,54,0,6.42,clear sky
665,Ayan,RU,56.45,138.1667,59.4,49,33,5.64,scattered clouds
